name,category_code,total_money_raised,country_code,city,address,zip_code,latitude,longitude
APR Energy,hardware,$30M,,,,,,
New Leaf Paper,cleantech,$5M,,,,,,
Real Time Genomics,biotech,$3M,,,,,,
SolarEdge,cleantech,$85M,USA,Fremont,3347 Gateway Boulevard,94538,37.4757796,-121.9382415
Principle Energy Limited,cleantech,$10M,,,,,,
Novira Therapeutics,biotech,$44M,USA,Radnor,"259 N. RADNOR-CHESTER ROAD, SUITE 220",19087,,
iZumi Bio,biotech,$20M,USA,South San Francisco,951 Gateway Blvd.,94080,37.661523,-122.398667
NeoStem,biotech,$11M,USA,New York,420 Lexington Avenue,10170,,
Arzeda,biotech,$12M,,,,,,
Selecta Biosciences,biotech,$102M,USA,Watertown,480 Arsenal St,02472,,
avVenta,advertising,$20M,USA,New York,155 Avenue of the Americas,10013,,
Gear6,network_hosting,$20M,USA,Mountain View,526 Clyde Avenue,94043,37.389615,-122.050179
Fluid,ecommerce,$24M,USA,San Francisco,"222 Sutter St., 8th Floor",94108,,
KupiVIP,ecommerce,$120M,RUS,Moscow,"Moscow, Samokatnaya st., h. 1/21",,,
Level 5 Networks,semiconductor,$30M,USA,Sunnyvale,840 West California Avenue,94086,,
Tribal Nova,games_video,C$3M,CAN,Montreal,"4398, Boul. St-Laurent",H2W 1Z5,45.5194549,-73.5849023
BuzzCity,mobile,$10M,SGP,Singapore,"No 1 Lorong 2, Toa Payoh,",319637,,
Alios BioPharma,biotech,$32M,USA,South San Francisco,"260 East Grand Ave,",94080,37.6664003,-122.451448
We Are Hunted,games_video,$3M,USA,,,,,
Melinta,biotech,$116M,USA,New Haven,300 George Street  Suite 301,06511-6663,41.305179,-72.93117
Borrego Solar Systems,cleantech,$44M,USA,El Cajon,"1810 Gillespie Way, Suite 108",92020,32.8193566,-116.981232
Zencoder,software,$2M,USA,San Francisco,,94103,,
Diagnosoft,biotech,$4M,,,,,,
BrightView Systems,cleantech,$6M,ISR,Petach-Tikva,25 Basel St.,49510,,
Stretch,semiconductor,$58M,USA,Sunnyvale,1322 Orleans Drive,94089,37.411009,-122.006265
Pelikan Technologies,biotech,$94M,USA,Palo Alto,1072 East Meadow Circle,94303,37.4298665,-122.108852
Crux Biomedical,biotech,$8M,USA,Menlo Park,"1455 Adams Drive, #1170",94025,37.478519,-122.140715
BlueStripe Software,enterprise,$13M,USA,Morrisville,2803 Slater Road,27560,35.8630913,-78.8245693
Stoke,mobile,$120M,USA,Santa Clara,5403 Betsy Ross Dr.,95054,,
Transcepta,software,$3M,USA,Aliso Viejo,65 Enterprise,92656,,
SurveyMonkey,software,$965M,USA,Portland,111 SW 5th Ave,97204,45.522105,-122.676129
BiPar Sciences,biotech,$73M,USA,Brisbane,1000 Marina Blvd.,94005,37.674378,-122.387699
Enpocket,mobile,$2M,,,,,,
PanGo Networks,software,$10M,USA,Framingham,959 Concord Street,01701,,
Qwell Pharmaceuticals,biotech,$7M,,,,,,
Ikanos,enterprise,$42M,USA,Fremont,47669 Fremont Blvd.,94538,37.4734314,-121.9417078
Ipanema Technologies,software,$7M,FRA,Fontenay Aux Roses,28 rue de la redoute,92260,48.7947724,2.2750813
LegalZoom,legal,$266M,USA,Glendale,101 N. Brand Boulevard,91203,,
Busca Corp,games_video,$5M,USA,La Jolla,7590 Fay Ave. Suite 506,92037,32.841791,-117.274602
Sonos,mobile,$324M,USA,Santa Barbara,223 E. De La Guerra,93101,,
Birst,enterprise,$64M,USA,San Francisco,153 Kearny Street,94108,37.789471,-122.404113
Hotchalk,web,$5M,USA,Campbell,1999 S. Bascom Avenue,95008,,
Internet Identity,security,$8M,USA,Tacoma,1142 Broadway,98402,,
FreeWheel,enterprise,$37M,USA,San Mateo,231 Second Ave.,94401,,
borro,finance,$36M,GBR,London,53-64 Chancery House,WC2A 1QU,,
Navigenics,biotech,$43M,USA,Foster City,1001 E. Hillsdale Blvd,94404,,
OffiSync,,$1M,USA,Seattle,,98122,,
SeeWhy,analytics,$16M,USA,Boston,"10 Milk Street, Suite 306",02108,42.675142,-71.1472132
Invenergy,cleantech,$459M,USA,Chicago,1 South Wacker Drive,60606,41.8819098,-87.6367792
Taigen,biotech,$75M,,,,,,
Elevance Renewable Sciences,cleantech,$294M,USA,Woodridge,2501 Davey Road,60517,41.6750038,-88.0642145
BrainCells,biotech,$57M,USA,San Diego,3565 General Atomics Court,92121,32.893712,-117.237211
CPM Braxis,consulting,$100M,BRA,SÃ£o Paulo,"Av. Presidente Juscelino Kubitschek, 1830 12Âº andar",04543-900,-23.5910421,-46.6872018
NewAuto Video Technology,games_video,$50M,CHN,Hubei,"1501#  2 Entrance Phoenix A Building, 312 Zhongshan Road",300000,,
EPAM Systems,software,$50M,USA,Newtown,41 University Drive,18940,40.2252558,-74.9035582
DataCore Software,network_hosting,$30M,USA,Ft. Lauderdale,Corporate Park,33309,,
BridgeLux,manufacturing,$222M,USA,Sunnyvale,1170 Sonora Court,94086,37.371138,-121.998365
WonderHill,games_video,$7M,,,,,,
Netbiscuits,mobile,$27M,DEU,Kaiserslautern,Europaallee 10,67657,49.4559965,7.8068522
Acer,hardware,$151M,TWN,Taipei,"8F, 88, Sec. 1",221,25.0557219,121.656061
Idhasoft,enterprise,$30M,USA,Norcross,5655 Peachtree Parkway,30092,33.9660312,-84.2233569
Fulcrum Microsystems,semiconductor,$81M,USA,Calabasas,26630 Agoura Road,91302,34.1411985,-118.7040908
ExteNet Systems,network_hosting,$156M,USA,Lisle,3030 Warrenville Road,60532,41.8089007,-88.1132884
Linekong,games_video,$40M,CHN,"Haidian, beijing","Floor10/11, Capital Development Tower",,,
Square,mobile,$341M,USA,San Francisco,1455 Market Street,94103,,
Graticle,design,$0,USA,Ellensburg,100 E. Third Ave. #373,98926,45.7968414,-122.6931439
ColdLight Solutions,software,$11M,USA,Wayne,656 E Swedesford Rd,19087,40.075096,-75.42402
SkyFuel,cleantech,$17M,USA,Arvada,18300 West Highway 72,80007,39.862942,-105.206509
InnerWireless,mobile,$25M,USA,Richardson,1155 Kas Drive,75081,32.97112,-96.705125
Front Stream Payments,enterprise,$16M,USA,Brentwood,"100 Winners Circle, Suite 158",37027,,
Eglue Business Technologies,software,$27M,USA,Hoboken,79 Hudson Street,07030,40.736222,-74.02977
AeroScout,mobile,$28M,USA,Redwood City,1300 Island Drive,94065,37.5353434,-122.2558368
VKernel Corporation,software,$7M,USA,Boston,285 Summer Street,02210,42.3497366,-71.0491901
Nominum,network_hosting,$41M,USA,Redwood City,2000 Seaport Boulevard,94063,,
Exari Systems,software,$10M,AUS,Melbourne,10-16 Queen Street,3000,,
Envio Networks,ecommerce,$17M,USA,Andover,One Tech Drive,01810,42.686954,-71.209952
Aha Mobile,mobile,$3M,USA,Palo Alto,3340 Hillview Avenue,94304,,
HauteLook,fashion,$41M,USA,Los Angeles,1212 S. Flower St.,90015,,
Velti,mobile,$32M,GBR,London,Bastille Court,SE1 8ND,,
Siklu,mobile,$31M,ISR,Petach Tikva,43 Hasivim St,49517,,
Bradford Networks,security,$13M,USA,Concord,162 Pembroke Road,03301,43.214611,-71.49001
Maxscend Technologies,semiconductor,$12M,CHN,Shanghai,"7F, Building 4, Zhang Jiang Micro-Electronics Port, No.690 Bibo Road",201203,,
Metis Technologies,enterprise,$8M,ISR,Netanya,10 Giborey Israel Ave,42504,,
QD Vision,nanotech,$78M,USA,Watertown,313 Pleasant St,02472,42.3678629,-71.1998364
SensorLogic,enterprise,$19M,USA,Addison,15303 Dallas Parkway,75001,32.958634,-96.823641
Razorsight,software,$34M,USA,Reston,1750 Presidents Street,20190,38.872668,-77.367981
Playdom,games_video,$76M,USA,Palo Alto,395 Page Mill Road,94306,37.393536,-122.076747
First Coverage,software,$14M,CAN,"Toronto, ON",30 St Clair Avenue West,M4V 3A1,43.6878093,-79.3958388
Tellme,mobile,$6M,USA,Mountain View,1310 Villa Street,94041,37.396062,-122.084505
InSite Wireless,mobile,$26M,USA,Alexandria,301 N. Fairfax Street,22314,38.807106,-77.041818
MaxLinear,semiconductor,$20M,USA,Carlsbad,2051 Palomar Airport Road,92011,,
Wi-Chi,semiconductor,$7M,USA,Tualatin,7646 SW Mohawk Street,97062,45.3774456,-122.7569561
AppAssure Software,software,$6M,USA,Reston,1925 Isaac Newton Square East,20190,38.953083,-77.335587
SatNav Technologies,mobile,$7M,IND,Hyderabad,,500 082,,
Rhapso,software,$11M,FRA,Palaiseau,"24, rue Ã‰mile Baudot",91120,48.7191043,2.2639015
Millennial Media,advertising,$240M,USA,Baltimore,"2400 Boston Street, Suite 301",21224,39.281734,-76.581864
Marketcetera,software,$4M,USA,San Francisco,28 2nd Street,94105,37.788864,-122.4008487
Veeva,software,$4M,USA,Pleasanton,4637 Chabot Drive,94588,37.69249,-121.900722
Simparel,software,$5M,USA,New York,53 West 36th Street,10018,40.750823,-73.985833
Asteres,biotech,$8M,USA,San Diego,4110 Sorrento Valley Blvd,92121,32.88791,-117.176096
Lightning Gaming,games_video,$4M,USA,Boothwyn,106 Chelsea Parkway,19061,39.8728373,-75.4784988
Amgen,biotech,$175M,USA,Thousand Oaks,One Amgen Center Drive,91320-1799,,
Fulham,cleantech,$10M,,,,,,
siXis,semiconductor,$5M,GBR,Research Triangle Park,3021 E. Cornwallis Road,27709,,
Saavn,games_video,$6M,USA,New York,,10016,40.743877,-73.98618
Zenitum,software,$1M,KOR,Seoul,"Samwoo Bldg 3FL, 23-4",135-907,,
Playboox,software,$3M,USA,San Francisco,116 New Montgomery St,94105,37.7870283,-122.4000192
Picarro,cleantech,$7M,USA,Santa Clara,3105 Patrick Henry Dr.,95054,,
Gatekeeper System,hardware,$2M,USA,Irvine,8 Studebaker,92618,33.651497,-117.714978
EBR Systems,biotech,$61M,USA,Sunnyvale,686 W. Maude - Suite 102,94085,37.390233,-122.033741
Five Prime Therapeutics,biotech,$117M,USA,San Francisco,1650 Owens Street,94158-2216,37.7676285,-122.393799
PolyServe,software,$10M,USA,Beaverton,20400 NW Amberwood Drive,97006,,
Vaultive,security,$11M,USA,New York,"100 Broadway, 14th Floor",10005,40.707954,-74.011114
Etix,ecommerce,$1M,USA,Morrisville,909 Aviation Parkway,27560,35.83565,-78.8139
Rupeetalk,web,$1M,,,,,,
CarWale,ecommerce,$7M,IND,Navi Mumbai,"Automotive Exchange Pvt Ltd, 11th floor, Vishwaroop IT Park,",400705,,
Libox,web,$2M,ISR,Tel Aviv,,,,
Navarik,software,$1M,CAN,Vancouver,"4th Floor, 56 East 2nd Ave.",V5T 1B1,,
ZettaCore,semiconductor,$21M,USA,Englewood,369 Inverness Parkway,80112,39.5604863,-104.8656251
X1 Technologies,software,$10M,USA,Pasadena,130 W. Union St.,91103,34.146436,-118.153136
Kickstarter,design,$10M,USA,Brooklyn,58 Kent St,11222,,
Hopper,travel,$22M,CAN,Montreal,5795 De Gaspe,H2S 2X3,45.5124334,-73.5550157
Hara,enterprise,$45M,USA,San Mateo,,,37.48413,-122.169472
Gridline Communications,network_hosting,$200M,USA,Frisco,"11625 Custer Road,",75035,35.0728607,-106.6344861
Red Ambiental,cleantech,$20M,MEX,,Adolfo LÃ³pez Mateos No. 102 Col. Puerto de Durazno,,,
Quirky,ecommerce,$175M,USA,New York,606 West 28th Street,10012,,
Soliant Energy,cleantech,$18M,USA,Monrovia,717 S Myrtle Ave,91016,34.144014,-118.001268
SunEdison,cleantech,$641M,USA,Beltsville,12500 Baltimore Avenue,20705,39.0610803,-76.8863954
Fulcrum Bioenergy,cleantech,$89M,USA,Pleasanton,4900 Hopyard Road,94588,37.692934,-121.904945
AVST,software,$1M,USA,Foothill Ranch,"27042 Towne Centre Drive, Suite 200",92610,,
BuildForge,software,$6M,USA,Austin,3925 West Braker Lane,78759,,
OpinionLab,analytics,$15M,USA,Highland Park,600 Central Avenue,60035,,
Sunrun,cleantech,$337M,USA,San Francisco,"45 Fremont Street, 32nd Floor",94105,37.7871306,-122.4041075
Emergent Ventures India,consulting,$10M,IND,"Gurgaon, Haryana","5th Floor, Universal Trade Tower Gurgaon",122001,28.436131,77.014704
Qingdao Land of State Power Environment Engineering,cleantech,$10M,CHN,Qingdao,Ruichang Road,,,
TechnoSpin,cleantech,$8M,USA,New York,601 W 26th St Rm 1260,10001,,
MedServe,cleantech,$8M,USA,Bellaire,"6565 West Loop South, Suite 400",77401,29.709928,-95.45866
ClickFuel,advertising,$9M,USA,Burlington,7 New England Executive Park,01803,42.3406534,-71.0680027
Quark Pharmaceuticals,biotech,$37M,USA,Fremont,6501 Dumbarton Circle.,94555,37.5511524,-122.060501
Intrexon Corporation,biotech,$513M,USA,Blacksburg,1872 Pratt Dr,24060-6140,,
DynaPump,cleantech,$6M,USA,The Woodlands,2441 High Timbers,77380,30.161661,-95.471256
Enerpulse,cleantech,$5M,USA,Albuquerque,2451 Alamo SE,87106,35.055164,-106.617561
ReliOn,cleantech,$29M,USA,Spokane,15913 E. Euclid Ave.,99216,47.6858186,-117.1920026
Stromedix,biotech,$28M,USA,Cambridge,One Canal Park,02141,42.369496,-71.07676
LP Amina,cleantech,$20M,CHN,Beijing,"A-2507 Eagle Run Plza, No. 26 Xiaoyunilu",100016,,
WiTricity,cleantech,$29M,USA,Watertown,149 Grove St.,02472,42.36867,-71.150248
EnzymeRx,biotech,$14M,USA,Paramus,17 Arcadian Avenue,07652,40.9234048,-74.0838388
GenVault,biotech,$31M,USA,Carlsbad,6190 Corte Del Cedro,92011-1515,33.123303,-117.271875
OncoMed Pharmaceuticals,biotech,$196M,USA,Redwood City,800 Chesapeake Drive,94063,,
WorldWide Biggies,games_video,$9M,USA,New York,545 West 45th Street,10036,,
ECORE International,cleantech,$29M,USA,Lancaster,715 Fountain Avenue,17601,40.054099,-76.289191
Range Fuels,cleantech,$186M,USA,Broomfield,"11101 W. 120th Avenue, Suite 200",80021,39.915572,-105.122053
Wuxi Qiaolian Wind Power Technology,cleantech,$70M,CHN,Wuxi,"312 National Highway, Huishan Economic Development Zone, Luoshe Town, Wuxi City, Jiangsu Province,",214187,,
Allied Resource Corporation,cleantech,$53M,USA,Wayne,435 Devon Park Drive,19087,40.0716406,-75.4198731
Sapphire Energy,cleantech,$284M,GBR,San Diego,3115 Merryfield Row,92121,,
ACT Biotech,biotech,$27M,USA,San Francisco,717 Market Street,94103-2103,37.7871306,-122.4041075
TRIRIGA,cleantech,$5M,USA,Las Vegas,6720 Via Austi Parkway,89119,36.0686005,-115.162279
Sauce Labs,enterprise,$14M,USA,San Francisco,500 Third St.,94107,,
Althea Systems,hardware,$3M,IND,Bangalore,"#773, 80 Feet Road",560034,12.9349604,77.6136847
Miragen Therapeutics,biotech,$38M,USA,Boulder,6200 Lookout Rd.,80301,40.068752,-105.208027
Ambow Education,web,$167M,CHN,Beijing,"Chengjian Plaza, No.18 North Taipingzhuang Road, Haidian District, Beijing, 100088 China",100088,,
Redington,software,$65M,ARE,Dubai,"Atrium Center, Office # 607",,,
EyeCyte,biotech,$3M,USA,La Jolla,3366 North Torrey Pines Court,92037,32.893589,-117.241633
Novasentis,hardware,$11M,USA,State College,200 Innovation Blvd.,16803,40.830662,-77.844388
Icera,mobile,$212M,GBR,Bristol,2520 The Quadrant,BS32 4AQ,,
Solar Power Partners,cleantech,$253M,USA,Mill Valley,100 Shoreline Highway,94941,37.8794841,-122.5150765
Transcend Medical,medical,$51M,USA,Menlo Park,191 Jefferson Drive,94025,37.4817249,-122.1711165
isango!,web,$8M,GBR,London,48-54 Charlotte Street,W1T2NS,51.519816,-0.1361616
AMEC,semiconductor,$93M,CHN,Cingapore,10 Ang Mo Kio Street 65 #02-14 TechPoint Lobby B Singapore 569059,,,
Paratek,,$35M,USA,Nashua,22 Technology Way,03060,42.822925,-71.502996
Recurrent Energy,cleantech,$85M,USA,San Francisco,300 California St.,94104,37.805289,-122.404448
Apex Construction,cleantech,$16M,USA,Phoenix,1901 W. Fillmore St,85009,33.453968,-112.100881
Witel,mobile,$4M,,,,,,
Hydra Biosciences,biotech,$22M,USA,Cambridge,"790 Memorial Drive, off Pleasant Street",02139,,
Chiral Quest,biotech,$13M,USA,Monmouth Junction,"7 Deer Park Drive, Suite E",08852,,
Innovative Spinal Technologies,biotech,$18M,USA,Plano,"2745 North Dallas Parkway, Suite 460",75093,33.0382884,-96.8300836
Singulex,biotech,$127M,USA,Alameda,"1650 Harbor Bay Parkway, Suite 200",94502-3012,37.723803,-122.240937
Nautilus Solar Energy,cleantech,$50M,USA,Summit,"396 Springfield Avenue, 2nd Floor",07901,40.702334,-74.400246
Water Health International,other,$10M,USA,Irvine,9601 Irvine Center Drive,92618,33.6333479,-117.7327363
S*Bio,biotech,$144M,SGP,Singapore,"1 Science Park Road, #05-09 The Capricorn, Singapore Science Park II",117 528,,
Tragara,biotech,$9M,USA,San Diego,"10955 Vista Sorrento Parkway, Suite 120",92130,32.915856,-117.228663
Limerick BioPharma,biotech,$49M,USA,South San Francisco,"601 Gateway Blvd., Suite 700",94080,37.658713,-122.399382
KaloBios Pharmaceuticals,biotech,$29M,USA,South San Francisco,260 East Grand Avenue,94080,37.6534817,-122.3956474
Sagent Pharmaceuticals,biotech,$70M,USA,Schaumburg,1901 N. Roselle Road,60195-3176,42.061187,-88.0794478
GT Solar,cleantech,$40M,USA,Merrimack,243 Daniel Webster Highway,03054,42.830989,-71.489876
CalciMedica,medical,$57M,USA,La Jolla,505 Coast Blvd S. Suite 209,92037,32.843245,-117.279345
Triumfant,software,$9M,USA,Rockville,Three Irvington Center,20850,,
Biopharmacopae,biotech,$2M,CAN,Quebec,"350 Franquet, entrance 50",G1P 4P3,,
Lightwave Power,cleantech,$13M,USA,Cambridge,57 Smith Place,MA 02138,42.392628,-71.151216
Vizerra,software,$16M,USA,San-Francisco,505 Montgomery Street Suite 1100,CA 94111,,
Seriosity,software,$6M,USA,Palo Alto,2370 Watson Court,94303,,
NanoString Technologies,biotech,$106M,USA,Seattle,520 FairView Avenue N,98109,47.6234781,-122.3343544
Solazyme,cleantech,$146M,USA,South San Francisco,561 Eccles Avenue,94080,37.661543,-122.390464
Metrolight,cleantech,$16M,ISR,Netanya,P.O.Box 8194,42160,32.3462,34.8615
NetLogic Microsystems,semiconductor,$189M,USA,Mountain View,1875 Charleston Road,94043-1215,37.420408,-122.088466
LifeBond,biotech,$28M,ISR,,P.O.Box 3048,38900,,
Silicor Materials,manufacturing,$240M,USA,San Jose,P.O. Box 610220,95161,37.394118,-122.035378
Semprus BioSciences,biotech,$27M,USA,Cambridge,One Kendall Square,02139,,
ViOptix,biotech,$18M,USA,Fremont,47224 Mission Falls Ct.,94539,37.4835082,-121.9279627
Strix Systems,network_hosting,$19M,USA,Newbury Park,"810 Lawrence Drive, Suite 124",91320,34.189631,-118.928969
Stormfisher Biogas,cleantech,$350M,CAN,Toronto,"411 Richmond Street East, Suite 200",M5A3S5,43.6538625,-79.3670135
ElectraTherm,cleantech,$8M,USA,Carson City,"3208 Goni Road Carson City, Nevada 89706",89706,39.1880124,-119.7480697
Quintiles,biotech,$1M,USA,Austin,1701 Directors Boulevard Suite 730,78744,30.213039,-97.751754
Kotak Urja,cleantech,$8M,IND,Bangalore,"378, 10th Cross, 4th Phase, Peenya Industrial Area",560 058,,
EnerTech Environmental,cleantech,$42M,USA,Atlanta,675 Seminole Ave,30307,33.7726102,-84.3507414
Moviepilot,web,$7M,DEU,Berlin,Mehringdamm 33,10961,52.4947266,13.398504
Arena Pharmaceuticals,biotech,$169M,USA,San Diego,6154 Nancy Ridge Drive,92121,32.889321,-117.184408
UQ Communications,mobile,$43M,JPN,Tokyo,Shinagawa East One Tower,108-0075,,
Cempra,biotech,$108M,USA,Chapel Hill,6340 Quadrangle Drive,27517,35.911347,-78.976038
Cervilenz,biotech,$23M,USA,Chagrin Falls,100 N. Main St.,44022,41.4225841,-81.3857728
Clovis Oncology,biotech,$357M,USA,Boulder,2525 28th Street,80301,40.026,-105.259041
Autonomic Technologies,medical,$55M,USA,San Francisco,,,37.775196,-122.419204
Virdia,cleantech,$111M,USA,Redwood City,303 Twin Dolphin Dr,94065-1497,37.523311,-122.259154
Tokai Pharmaceuticals,biotech,$100M,USA,Cambridge,One Broadway,02142,42.362856,-71.083762
High Density Networks,network_hosting,$1M,USA,Los Angeles,900 N. Alameda St,90012,34.058101,-118.235338
Aragon Pharmaceuticals,biotech,$122M,USA,San Diego,12780 El Camino Real Ste 301,92130-2042,,
NovImmune,biotech,$155M,CHE,Geneva,,,46.2038099,6.1399589
Elixir Pharmaceuticals,biotech,$58M,USA,Cambridge,300 Putnam Avenue,02139,42.362035,-71.113289
Control Medical Technology,biotech,$3M,USA,Park City,,84098,40.743503,-111.5468301
Yeong Guan Energy,cleantech,$30M,,,,,,
Polatis,network_hosting,$17M,USA,Andover,One Tech Drive,01810,42.686954,-71.209952
Turbine Air Systems,cleantech,$62M,USA,Houston,6110 Cullen Blvd.,77021,29.6982817,-95.3500171
Greenline Industries,cleantech,$20M,USA,Larkspur,2425 Larkspur Landing Circle,94939,37.9471709,-122.5071031
Trevena,biotech,$129M,USA,King of Prussia,1018 West 8th Avenue,19406,40.100058,-75.413354
Solexant,cleantech,$87M,USA,San Jose,2385 Bering Dr.,95131,37.3825306,-121.9198306
Miles Electric Vehicles,automotive,$56M,USA,Santa Monica,1601 Wilshire Blvd,90403,34.028701,-118.486966
EnerG2,cleantech,$12M,USA,Seattle,"810 3rd Avenue, Suite 120",98104,47.6042663,-122.3328401
NGM Biopharmaceuticals,biotech,$145M,USA,South San Francisco,630 Gateway Blvd,94080-7014,37.656246,-122.399735
MacroGenics,biotech,$57M,USA,Rockville,1500 East Gude Drive,20850,,
Anacor Pharmaceutical,biotech,$192M,USA,Palo Alto,1020 East Meadow Circle,94303-4230,37.431409,-122.10649
MusicIP,,$2M,USA,Monrovia,605 East Huntington Drive,91016,,
Alimera Sciences,biotech,$107M,USA,Alpharetta,6120 Windward Parkway,30005,34.093625,-84.242809
Sutro Biopharma,biotech,$116M,USA,South San Francisco,310 Utah Ave,94080,37.647198,-122.394584
Connectiva Systems,software,$17M,USA,New York,19 W44th Street,10036,40.755531,-73.980861
SolarReserve,cleantech,$182M,USA,Santa Monica,2425 Olympic Blvd.,90404,34.028173,-118.471235
Enzymotec,biotech,$11M,ISR,Migdal HaEmeq,"Sagee 2000 Industrial Park, P.O. Box 6",23106,,
Eco Products,cleantech,$2M,USA,Boulder,4755 Walnut St,80301,40.019624,-105.240649
NKT Therapeutics,biotech,$12M,USA,Newton,233 Needham Street,02464,42.3097378,-71.214605
Axikin Pharmaceuticals,biotech,$6M,USA,San Diego,"10835 Road To The Cure, Suite 250",92121,32.902232,-117.236374
Kylin Therapeutics,biotech,$2M,USA,West Lafayette,3000 Kent Avenue,47906,40.4653401,-86.9316959
MIOX,cleantech,$24M,USA,Albuquerque,5601 Balloon Fiesta Parkway NE,87113,35.199874,-106.582494
Albireo,biotech,$40M,SWE,Gothenburg,Arvid Wallgrens Backe 20,413 46,57.6857201,11.955296
Makani Power,cleantech,$5M,USA,Alameda,2175 Monarch Street,94501,37.7831775,-122.3086191
Living Proof,biotech,$53M,USA,Cambridge,301 Binney St,02142,42.3661884,-71.0802975
Altair Semiconductor,semiconductor,$99M,ISR,Hod Hasharon,6 Ha'harash Street,45240,,
Environmental Operating Solutions,cleantech,$5M,USA,Bourne,4A Colonel Drive,02532,41.7333505,-70.5893753
Good Health Media,advertising,$1M,,,,,,
Siluria Technologies,nanotech,$103M,USA,San Francisco,409 Illinois Street,94158,37.4484914,-122.1802812
MicroVision,hardware,$110M,USA,Redmond,6222 185th Ave,98052,47.6614954,-122.0943198
Biolex Therapeutics,biotech,$172M,USA,Pittsboro,158 Credle Street,27312,35.7259177,-79.1791771
Glaukos,medical,$115M,USA,Laguna Hills,26051 Merit Circle,92653,33.574055,-117.6749073
XCOR Aerospace,manufacturing,$5M,USA,Mojave,PO Box 1163,93502,35.0528,-118.1731
DoNanza,web,$1M,ISR,Tel Aviv,Gruzenberg Str.,67448,,
RF nano,semiconductor,$8M,USA,Newport Beach,"4311 Jamboree Road, Suite 150",92660,33.663276,-117.859189
Follica,biotech,$24M,,,,,,
ZoomSystems,hardware,$87M,USA,San Francisco,"22 4th Street, Floor 16",94103,37.781689,-122.391061
Xanodyne,biotech,$38M,USA,Newport,,,,
Union Spring Pharmaceuticals,biotech,$5M,USA,Union,9990 Old Union Road,,,
Accera,biotech,$139M,USA,Broomfield,Interlocken Advanced Technology Park,Broomfield,,
Small Bone Innovations,medical,$469M,USA,Morrisville,1380 S. Pennsylvania Avenue,19067,,
MetaCure,biotech,$20M,,,,,,
Exent,games_video,$3M,USA,New York,632 W. 28th St.,10001,40.7523796,-74.005568
GoodBelly,biotech,$16M,USA,Boulder,P.O. Box 17460,80308,40.0153,-105.2702
ESBATech,biotech,$63M,CHE,,Wagistr. 21,,47.3993302,8.4582269
Enpirion,semiconductor,$59M,USA,Hampton,Perryville III,08827,,
Extricom,network_hosting,$15M,USA,New York,"110 Wall Street, 7th Floor",10005,40.72641,-73.984716
Exalt Communications,mobile,$15M,USA,Campbell,580 Division Street,95008,37.2628816,-121.9602134
Audience,semiconductor,$15M,USA,Mountain View,440 Clyde Avenue,94043,37.397602,-122.047546
Visiogen,biotech,$40M,USA,Irvine,"2 Goodyear, Suite B",92618,33.646018,-117.711994
Telefonica,public_relations,$743M,ESP,Madrid,Distrito C Ronda de la Comunicación s/n,28050,,
Palyon Medical,biotech,$21M,USA,New York,250 w 57th Street suite 2707,10107,40.756054,-73.986951
Lycera,biotech,$41M,USA,Ann Arbor,2800 Plymouth Rd.,48109,42.277416,-83.733276
Molecular Templates,biotech,$23M,USA,Austin,,,30.268735,-97.745209
NeoPhotonics,network_hosting,$155M,USA,San Jose,2911 Zanker Road,95134,37.3961981,-121.9301666
CrowdGather,web,$18M,USA,Woodland Hills,20300 Ventura Blvd. Suite 330,91364,34.168955,-118.575293
Global Data Solutions,software,$75M,CHN,Chaoyang District Beijing,"Room 1801, Building B Jianwai SOHO",100022,,
Scout Labs,enterprise,$4M,USA,San Francisco,,,37.775196,-122.419204
Alnara Pharmaceuticals,biotech,$55M,USA,Cambridge,840 Memorial Drive,02139,42.3624253,-71.116031
CoolIT Systems,manufacturing,$10M,CAN,"Calgary, Alberta",,AB T1Y 6B6,51.087738,-113.991642
Ybrant Digital,advertising,$103M,IND,Hyderabad,"Plot No. 7 A, MLA Colony",500034,17.4171161,78.4119492
SunGard,software,$316M,USA,Wayne,680 East Swedesford Rd,19087,40.075096,-75.42402
Azingo,mobile,$80M,USA,Sunnyvale,640 W. California Ave #100,94086,37.382162,-122.036301
Axiom Microdevices,semiconductor,$25M,USA,Irvine,7585 Irvine Center Drive,92618,,
MedeAnalytics,,$50M,USA,Emeryville,"5858 Horton Street, Suite 475",94608,37.8402108,-122.2912173
Omni-ID,hardware,$23M,USA,Foster City,"1065 East Hillsdale Boulevard, Suite 400",94404,37.561111,-122.270487
Schoolwires,software,$12M,USA,State College,"320 Rolling Ridge Drive, Suite 201",16801,40.7872915,-77.8268382
Hycrete,cleantech,$15M,USA,Carlstadt,462 Barell Avenue,07072,40.82366,-74.055948
Pearl Therapeutics,biotech,$232M,USA,Redwood City,200 Saginaw Drive,94063,37.502169,-122.217727
Teliris,public_relations,$11M,USA,New York,"100 William Street, Suite 1825",10038,42.9029654,-78.883572
Nektar Therapeutics,biotech,$25M,USA,San Carlos,201 Industrial Road,94070,37.519102,-122.264348
Aveksa,software,$28M,USA,Waltham,265 Winter Street,02451,42.3988661,-71.253781
VIVA,games_video,$40M,CHN,Beijing,"1019 Tower B, ChaoWai SOHO",,,
Mobiles Republic,mobile,$9M,FRA,Bordeaux Cedex,"2, Rue Robert Caumont",33049,44.8743952,-0.5754294
